,dt,new_users_count,day_after_install,retained_users_count,retention
1708,2020-02-14,196,78.0,1.0,0.00510204081632653
1709,2020-02-14,196,81.0,1.0,0.00510204081632653
1710,2020-02-14,196,90.0,1.0,0.00510204081632653
1711,2020-02-14,196,91.0,2.0,0.01020408163265306
1712,2020-02-14,196,93.0,1.0,0.00510204081632653
1713,2020-02-14,196,98.0,1.0,0.00510204081632653
1714,2020-02-14,196,99.0,2.0,0.01020408163265306
1715,2020-02-14,196,100.0,1.0,0.00510204081632653
1716,2020-02-14,196,101.0,2.0,0.01020408163265306
1717,2020-02-14,196,102.0,1.0,0.00510204081632653
1718,2020-02-14,196,103.0,1.0,0.00510204081632653
1719,2020-02-14,196,104.0,2.0,0.01020408163265306
1720,2020-02-14,196,108.0,1.0,0.00510204081632653
1721,2020-02-14,196,110.0,1.0,0.00510204081632653
1722,2020-02-14,196,112.0,2.0,0.01020408163265306
1723,2020-02-14,196,114.0,1.0,0.00510204081632653
1724,2020-02-14,196,115.0,1.0,0.00510204081632653
1725,2020-02-14,196,118.0,2.0,0.01020408163265306
1726,2020-02-14,196,119.0,1.0,0.00510204081632653
1727,2020-02-14,196,120.0,2.0,0.01020408163265306
1728,2020-02-14,196,122.0,1.0,0.00510204081632653
1729,2020-02-14,196,124.0,1.0,0.00510204081632653
1730,2020-02-14,196,125.0,1.0,0.00510204081632653
1731,2020-02-14,196,126.0,1.0,0.00510204081632653
1732,2020-02-14,196,127.0,3.0,0.015306122448979591
1733,2020-02-14,196,128.0,1.0,0.00510204081632653
1734,2020-02-14,196,135.0,2.0,0.01020408163265306
1735,2020-02-14,196,136.0,1.0,0.00510204081632653
1736,2020-02-15,230,1.0,39.0,0.16956521739130434
1737,2020-02-15,230,2.0,21.0,0.09130434782608696
1738,2020-02-15,230,3.0,9.0,0.0391304347826087
1739,2020-02-15,230,4.0,15.0,0.06521739130434782
1740,2020-02-15,230,5.0,9.0,0.0391304347826087
1741,2020-02-15,230,6.0,9.0,0.0391304347826087
1742,2020-02-15,230,7.0,10.0,0.043478260869565216
1743,2020-02-15,230,8.0,2.0,0.008695652173913044
1744,2020-02-15,230,9.0,4.0,0.017391304347826087
1745,2020-02-15,230,10.0,1.0,0.004347826086956522
1746,2020-02-15,230,11.0,4.0,0.017391304347826087
1747,2020-02-15,230,12.0,4.0,0.017391304347826087
1748,2020-02-15,230,13.0,5.0,0.021739130434782608
1749,2020-02-15,230,14.0,4.0,0.017391304347826087
1750,2020-02-15,230,15.0,4.0,0.017391304347826087
1751,2020-02-15,230,16.0,3.0,0.013043478260869565
1752,2020-02-15,230,17.0,2.0,0.008695652173913044
1753,2020-02-15,230,18.0,6.0,0.02608695652173913
1754,2020-02-15,230,19.0,4.0,0.017391304347826087
1755,2020-02-15,230,20.0,3.0,0.013043478260869565
1756,2020-02-15,230,21.0,1.0,0.004347826086956522
1757,2020-02-15,230,23.0,1.0,0.004347826086956522
1758,2020-02-15,230,24.0,2.0,0.008695652173913044
1759,2020-02-15,230,25.0,3.0,0.013043478260869565
1760,2020-02-15,230,26.0,1.0,0.004347826086956522
1761,2020-02-15,230,27.0,1.0,0.004347826086956522
1762,2020-02-15,230,28.0,2.0,0.008695652173913044
1763,2020-02-15,230,31.0,2.0,0.008695652173913044
1764,2020-02-15,230,32.0,2.0,0.008695652173913044
1765,2020-02-15,230,33.0,2.0,0.008695652173913044
1766,2020-02-15,230,36.0,1.0,0.004347826086956522
1767,2020-02-15,230,37.0,2.0,0.008695652173913044
1768,2020-02-15,230,38.0,2.0,0.008695652173913044
1769,2020-02-15,230,39.0,4.0,0.017391304347826087
1770,2020-02-15,230,47.0,1.0,0.004347826086956522
1771,2020-02-15,230,49.0,2.0,0.008695652173913044
1772,2020-02-15,230,53.0,1.0,0.004347826086956522
1773,2020-02-15,230,54.0,1.0,0.004347826086956522
1774,2020-02-15,230,58.0,1.0,0.004347826086956522
1775,2020-02-15,230,59.0,1.0,0.004347826086956522
1776,2020-02-15,230,60.0,1.0,0.004347826086956522
1777,2020-02-15,230,62.0,1.0,0.004347826086956522
1778,2020-02-15,230,63.0,1.0,0.004347826086956522
1779,2020-02-15,230,65.0,1.0,0.004347826086956522
1780,2020-02-15,230,66.0,1.0,0.004347826086956522
1781,2020-02-15,230,68.0,1.0,0.004347826086956522
1782,2020-02-15,230,69.0,1.0,0.004347826086956522
1783,2020-02-15,230,73.0,1.0,0.004347826086956522
1784,2020-02-15,230,75.0,1.0,0.004347826086956522
1785,2020-02-15,230,76.0,1.0,0.004347826086956522
1786,2020-02-15,230,77.0,1.0,0.004347826086956522
1787,2020-02-15,230,78.0,2.0,0.008695652173913044
1788,2020-02-15,230,82.0,1.0,0.004347826086956522
1789,2020-02-15,230,84.0,2.0,0.008695652173913044
1790,2020-02-15,230,93.0,1.0,0.004347826086956522
1791,2020-02-15,230,97.0,3.0,0.013043478260869565
1792,2020-02-15,230,98.0,1.0,0.004347826086956522
1793,2020-02-15,230,101.0,1.0,0.004347826086956522
1794,2020-02-15,230,105.0,1.0,0.004347826086956522
1795,2020-02-15,230,112.0,1.0,0.004347826086956522
1796,2020-02-15,230,113.0,1.0,0.004347826086956522
1797,2020-02-15,230,114.0,1.0,0.004347826086956522
1798,2020-02-15,230,116.0,1.0,0.004347826086956522
1799,2020-02-15,230,118.0,2.0,0.008695652173913044
1800,2020-02-15,230,120.0,1.0,0.004347826086956522
1801,2020-02-15,230,121.0,1.0,0.004347826086956522
1802,2020-02-15,230,124.0,1.0,0.004347826086956522
1803,2020-02-15,230,126.0,1.0,0.004347826086956522
1804,2020-02-15,230,130.0,1.0,0.004347826086956522
1805,2020-02-15,230,131.0,1.0,0.004347826086956522
1806,2020-02-16,270,1.0,40.0,0.14814814814814814
1807,2020-02-16,270,2.0,27.0,0.1
1808,2020-02-16,270,3.0,22.0,0.08148148148148149
1809,2020-02-16,270,4.0,18.0,0.06666666666666667
1810,2020-02-16,270,5.0,11.0,0.040740740740740744
1811,2020-02-16,270,6.0,10.0,0.037037037037037035
1812,2020-02-16,270,7.0,5.0,0.018518518518518517
1813,2020-02-16,270,8.0,3.0,0.011111111111111112
1814,2020-02-16,270,9.0,5.0,0.018518518518518517
1815,2020-02-16,270,10.0,4.0,0.014814814814814815
1816,2020-02-16,270,11.0,8.0,0.02962962962962963
1817,2020-02-16,270,12.0,5.0,0.018518518518518517
1818,2020-02-16,270,13.0,4.0,0.014814814814814815
1819,2020-02-16,270,14.0,4.0,0.014814814814814815
1820,2020-02-16,270,15.0,5.0,0.018518518518518517
1821,2020-02-16,270,16.0,5.0,0.018518518518518517
1822,2020-02-16,270,17.0,4.0,0.014814814814814815
1823,2020-02-16,270,18.0,4.0,0.014814814814814815
1824,2020-02-16,270,19.0,7.0,0.025925925925925925
1825,2020-02-16,270,20.0,7.0,0.025925925925925925
1826,2020-02-16,270,21.0,2.0,0.007407407407407408
1827,2020-02-16,270,22.0,3.0,0.011111111111111112
1828,2020-02-16,270,24.0,1.0,0.003703703703703704
1829,2020-02-16,270,25.0,2.0,0.007407407407407408
1830,2020-02-16,270,26.0,2.0,0.007407407407407408
1831,2020-02-16,270,27.0,4.0,0.014814814814814815
1832,2020-02-16,270,28.0,2.0,0.007407407407407408
1833,2020-02-16,270,30.0,2.0,0.007407407407407408
1834,2020-02-16,270,32.0,1.0,0.003703703703703704
1835,2020-02-16,270,33.0,3.0,0.011111111111111112
1836,2020-02-16,270,34.0,1.0,0.003703703703703704
1837,2020-02-16,270,35.0,2.0,0.007407407407407408
1838,2020-02-16,270,37.0,3.0,0.011111111111111112
1839,2020-02-16,270,38.0,3.0,0.011111111111111112
1840,2020-02-16,270,42.0,1.0,0.003703703703703704
1841,2020-02-16,270,43.0,1.0,0.003703703703703704
1842,2020-02-16,270,44.0,3.0,0.011111111111111112
1843,2020-02-16,270,46.0,1.0,0.003703703703703704
1844,2020-02-16,270,47.0,2.0,0.007407407407407408
1845,2020-02-16,270,48.0,1.0,0.003703703703703704
1846,2020-02-16,270,49.0,1.0,0.003703703703703704
1847,2020-02-16,270,50.0,1.0,0.003703703703703704
1848,2020-02-16,270,54.0,1.0,0.003703703703703704
1849,2020-02-16,270,55.0,2.0,0.007407407407407408
1850,2020-02-16,270,57.0,1.0,0.003703703703703704
1851,2020-02-16,270,59.0,2.0,0.007407407407407408
1852,2020-02-16,270,61.0,1.0,0.003703703703703704
1853,2020-02-16,270,62.0,1.0,0.003703703703703704
1854,2020-02-16,270,63.0,3.0,0.011111111111111112
1855,2020-02-16,270,64.0,1.0,0.003703703703703704
1856,2020-02-16,270,69.0,1.0,0.003703703703703704
1857,2020-02-16,270,73.0,1.0,0.003703703703703704
1858,2020-02-16,270,74.0,2.0,0.007407407407407408
1859,2020-02-16,270,75.0,1.0,0.003703703703703704
1860,2020-02-16,270,76.0,3.0,0.011111111111111112
1861,2020-02-16,270,77.0,1.0,0.003703703703703704
1862,2020-02-16,270,78.0,1.0,0.003703703703703704
1863,2020-02-16,270,79.0,1.0,0.003703703703703704
1864,2020-02-16,270,83.0,1.0,0.003703703703703704
1865,2020-02-16,270,86.0,1.0,0.003703703703703704
1866,2020-02-16,270,87.0,1.0,0.003703703703703704
1867,2020-02-16,270,89.0,1.0,0.003703703703703704
1868,2020-02-16,270,90.0,2.0,0.007407407407407408
1869,2020-02-16,270,93.0,2.0,0.007407407407407408
1870,2020-02-16,270,94.0,1.0,0.003703703703703704
1871,2020-02-16,270,95.0,2.0,0.007407407407407408
1872,2020-02-16,270,96.0,1.0,0.003703703703703704
1873,2020-02-16,270,97.0,2.0,0.007407407407407408
1874,2020-02-16,270,99.0,1.0,0.003703703703703704
1875,2020-02-16,270,101.0,1.0,0.003703703703703704
1876,2020-02-16,270,104.0,1.0,0.003703703703703704
1877,2020-02-16,270,105.0,2.0,0.007407407407407408
1878,2020-02-16,270,106.0,1.0,0.003703703703703704
1879,2020-02-16,270,107.0,2.0,0.007407407407407408
1880,2020-02-16,270,108.0,2.0,0.007407407407407408
1881,2020-02-16,270,109.0,1.0,0.003703703703703704
1882,2020-02-16,270,112.0,1.0,0.003703703703703704
1883,2020-02-16,270,116.0,1.0,0.003703703703703704
1884,2020-02-16,270,118.0,1.0,0.003703703703703704
1885,2020-02-16,270,121.0,2.0,0.007407407407407408
1886,2020-02-16,270,123.0,1.0,0.003703703703703704
1887,2020-02-16,270,124.0,1.0,0.003703703703703704
1888,2020-02-16,270,127.0,2.0,0.007407407407407408
1889,2020-02-17,261,1.0,38.0,0.14559386973180077
1890,2020-02-17,261,2.0,28.0,0.10727969348659004
1891,2020-02-17,261,3.0,18.0,0.06896551724137931
1892,2020-02-17,261,4.0,14.0,0.05363984674329502
1893,2020-02-17,261,5.0,13.0,0.04980842911877394
1894,2020-02-17,261,6.0,9.0,0.034482758620689655
1895,2020-02-17,261,7.0,8.0,0.03065134099616858
1896,2020-02-17,261,8.0,4.0,0.01532567049808429
1897,2020-02-17,261,9.0,8.0,0.03065134099616858
1898,2020-02-17,261,10.0,2.0,0.007662835249042145
1899,2020-02-17,261,11.0,1.0,0.0038314176245210726
1900,2020-02-17,261,12.0,5.0,0.019157088122605363
1901,2020-02-17,261,13.0,4.0,0.01532567049808429
1902,2020-02-17,261,14.0,3.0,0.011494252873563218
1903,2020-02-17,261,16.0,1.0,0.0038314176245210726
1904,2020-02-17,261,17.0,2.0,0.007662835249042145
1905,2020-02-17,261,18.0,6.0,0.022988505747126436
1906,2020-02-17,261,19.0,3.0,0.011494252873563218
1907,2020-02-17,261,20.0,2.0,0.007662835249042145
1908,2020-02-17,261,21.0,3.0,0.011494252873563218
1909,2020-02-17,261,22.0,2.0,0.007662835249042145
1910,2020-02-17,261,24.0,4.0,0.01532567049808429
1911,2020-02-17,261,25.0,2.0,0.007662835249042145
1912,2020-02-17,261,26.0,2.0,0.007662835249042145
1913,2020-02-17,261,27.0,1.0,0.0038314176245210726
1914,2020-02-17,261,29.0,4.0,0.01532567049808429
1915,2020-02-17,261,33.0,2.0,0.007662835249042145
1916,2020-02-17,261,34.0,3.0,0.011494252873563218
1917,2020-02-17,261,35.0,2.0,0.007662835249042145
1918,2020-02-17,261,36.0,2.0,0.007662835249042145
1919,2020-02-17,261,37.0,1.0,0.0038314176245210726
1920,2020-02-17,261,38.0,1.0,0.0038314176245210726
1921,2020-02-17,261,39.0,1.0,0.0038314176245210726
1922,2020-02-17,261,41.0,1.0,0.0038314176245210726
1923,2020-02-17,261,42.0,3.0,0.011494252873563218
1924,2020-02-17,261,44.0,1.0,0.0038314176245210726
1925,2020-02-17,261,53.0,1.0,0.0038314176245210726
1926,2020-02-17,261,54.0,1.0,0.0038314176245210726
1927,2020-02-17,261,57.0,1.0,0.0038314176245210726
1928,2020-02-17,261,58.0,2.0,0.007662835249042145
1929,2020-02-17,261,65.0,1.0,0.0038314176245210726
1930,2020-02-17,261,73.0,1.0,0.0038314176245210726
1931,2020-02-17,261,74.0,1.0,0.0038314176245210726
1932,2020-02-17,261,75.0,1.0,0.0038314176245210726
1933,2020-02-17,261,77.0,2.0,0.007662835249042145
1934,2020-02-17,261,78.0,1.0,0.0038314176245210726
1935,2020-02-17,261,81.0,3.0,0.011494252873563218
1936,2020-02-17,261,82.0,2.0,0.007662835249042145
1937,2020-02-17,261,85.0,1.0,0.0038314176245210726
1938,2020-02-17,261,86.0,3.0,0.011494252873563218
1939,2020-02-17,261,87.0,1.0,0.0038314176245210726
1940,2020-02-17,261,88.0,2.0,0.007662835249042145
1941,2020-02-17,261,89.0,1.0,0.0038314176245210726
1942,2020-02-17,261,90.0,2.0,0.007662835249042145
1943,2020-02-17,261,91.0,1.0,0.0038314176245210726
1944,2020-02-17,261,92.0,1.0,0.0038314176245210726
1945,2020-02-17,261,94.0,1.0,0.0038314176245210726
1946,2020-02-17,261,95.0,3.0,0.011494252873563218
1947,2020-02-17,261,96.0,1.0,0.0038314176245210726
1948,2020-02-17,261,97.0,1.0,0.0038314176245210726
1949,2020-02-17,261,98.0,4.0,0.01532567049808429
1950,2020-02-17,261,99.0,4.0,0.01532567049808429
1951,2020-02-17,261,100.0,1.0,0.0038314176245210726
1952,2020-02-17,261,101.0,3.0,0.011494252873563218
1953,2020-02-17,261,102.0,1.0,0.0038314176245210726
1954,2020-02-17,261,103.0,2.0,0.007662835249042145
1955,2020-02-17,261,104.0,3.0,0.011494252873563218
1956,2020-02-17,261,105.0,2.0,0.007662835249042145
1957,2020-02-17,261,107.0,2.0,0.007662835249042145
1958,2020-02-17,261,108.0,2.0,0.007662835249042145
1959,2020-02-17,261,109.0,2.0,0.007662835249042145
1960,2020-02-17,261,111.0,2.0,0.007662835249042145
1961,2020-02-17,261,112.0,2.0,0.007662835249042145
1962,2020-02-17,261,115.0,1.0,0.0038314176245210726
1963,2020-02-17,261,116.0,2.0,0.007662835249042145
1964,2020-02-17,261,117.0,3.0,0.011494252873563218
1965,2020-02-17,261,119.0,2.0,0.007662835249042145
1966,2020-02-17,261,121.0,1.0,0.0038314176245210726
1967,2020-02-17,261,122.0,1.0,0.0038314176245210726
1968,2020-02-17,261,123.0,1.0,0.0038314176245210726
1969,2020-02-17,261,124.0,2.0,0.007662835249042145
1970,2020-02-17,261,125.0,1.0,0.0038314176245210726
1971,2020-02-17,261,127.0,1.0,0.0038314176245210726
1972,2020-02-17,261,130.0,2.0,0.007662835249042145
1973,2020-02-17,261,131.0,1.0,0.0038314176245210726
1974,2020-02-17,261,134.0,1.0,0.0038314176245210726
1975,2020-02-18,269,1.0,43.0,0.15985130111524162
1976,2020-02-18,269,2.0,27.0,0.10037174721189591
1977,2020-02-18,269,3.0,30.0,0.11152416356877323
1978,2020-02-18,269,4.0,19.0,0.07063197026022305
1979,2020-02-18,269,5.0,16.0,0.05947955390334572
1980,2020-02-18,269,6.0,6.0,0.022304832713754646
1981,2020-02-18,269,7.0,4.0,0.01486988847583643
1982,2020-02-18,269,8.0,4.0,0.01486988847583643
1983,2020-02-18,269,9.0,2.0,0.007434944237918215
1984,2020-02-18,269,10.0,4.0,0.01486988847583643
1985,2020-02-18,269,11.0,5.0,0.01858736059479554
1986,2020-02-18,269,12.0,1.0,0.0037174721189591076
1987,2020-02-18,269,13.0,3.0,0.011152416356877323
1988,2020-02-18,269,14.0,3.0,0.011152416356877323
1989,2020-02-18,269,15.0,5.0,0.01858736059479554
1990,2020-02-18,269,16.0,4.0,0.01486988847583643
1991,2020-02-18,269,17.0,3.0,0.011152416356877323
1992,2020-02-18,269,19.0,4.0,0.01486988847583643
1993,2020-02-18,269,20.0,2.0,0.007434944237918215
1994,2020-02-18,269,21.0,3.0,0.011152416356877323
1995,2020-02-18,269,22.0,3.0,0.011152416356877323
1996,2020-02-18,269,23.0,1.0,0.0037174721189591076
1997,2020-02-18,269,24.0,3.0,0.011152416356877323
1998,2020-02-18,269,25.0,2.0,0.007434944237918215
1999,2020-02-18,269,27.0,2.0,0.007434944237918215
2000,2020-02-18,269,28.0,1.0,0.0037174721189591076
2001,2020-02-18,269,29.0,1.0,0.0037174721189591076
2002,2020-02-18,269,30.0,1.0,0.0037174721189591076
2003,2020-02-18,269,31.0,2.0,0.007434944237918215
2004,2020-02-18,269,32.0,2.0,0.007434944237918215
2005,2020-02-18,269,34.0,2.0,0.007434944237918215
2006,2020-02-18,269,35.0,4.0,0.01486988847583643
2007,2020-02-18,269,36.0,2.0,0.007434944237918215
2008,2020-02-18,269,37.0,1.0,0.0037174721189591076
2009,2020-02-18,269,41.0,1.0,0.0037174721189591076
2010,2020-02-18,269,43.0,2.0,0.007434944237918215
2011,2020-02-18,269,46.0,1.0,0.0037174721189591076
2012,2020-02-18,269,52.0,2.0,0.007434944237918215
2013,2020-02-18,269,57.0,1.0,0.0037174721189591076
2014,2020-02-18,269,58.0,1.0,0.0037174721189591076
2015,2020-02-18,269,64.0,1.0,0.0037174721189591076
2016,2020-02-18,269,65.0,1.0,0.0037174721189591076
2017,2020-02-18,269,70.0,2.0,0.007434944237918215
2018,2020-02-18,269,71.0,1.0,0.0037174721189591076
2019,2020-02-18,269,72.0,2.0,0.007434944237918215
2020,2020-02-18,269,74.0,1.0,0.0037174721189591076
2021,2020-02-18,269,75.0,1.0,0.0037174721189591076
2022,2020-02-18,269,76.0,2.0,0.007434944237918215
2023,2020-02-18,269,77.0,2.0,0.007434944237918215
2024,2020-02-18,269,80.0,1.0,0.0037174721189591076
2025,2020-02-18,269,82.0,1.0,0.0037174721189591076
2026,2020-02-18,269,86.0,1.0,0.0037174721189591076
2027,2020-02-18,269,87.0,1.0,0.0037174721189591076
2028,2020-02-18,269,89.0,2.0,0.007434944237918215
2029,2020-02-18,269,90.0,1.0,0.0037174721189591076
2030,2020-02-18,269,92.0,2.0,0.007434944237918215
2031,2020-02-18,269,96.0,1.0,0.0037174721189591076
2032,2020-02-18,269,97.0,3.0,0.011152416356877323
2033,2020-02-18,269,98.0,3.0,0.011152416356877323
2034,2020-02-18,269,99.0,2.0,0.007434944237918215
2035,2020-02-18,269,100.0,1.0,0.0037174721189591076
2036,2020-02-18,269,101.0,2.0,0.007434944237918215
2037,2020-02-18,269,102.0,2.0,0.007434944237918215
2038,2020-02-18,269,103.0,2.0,0.007434944237918215
2039,2020-02-18,269,108.0,1.0,0.0037174721189591076
2040,2020-02-18,269,110.0,1.0,0.0037174721189591076
2041,2020-02-18,269,111.0,1.0,0.0037174721189591076
2042,2020-02-18,269,112.0,3.0,0.011152416356877323
2043,2020-02-18,269,113.0,1.0,0.0037174721189591076
2044,2020-02-18,269,114.0,1.0,0.0037174721189591076
2045,2020-02-18,269,115.0,1.0,0.0037174721189591076
2046,2020-02-18,269,117.0,2.0,0.007434944237918215
2047,2020-02-18,269,119.0,1.0,0.0037174721189591076
2048,2020-02-18,269,122.0,1.0,0.0037174721189591076
2049,2020-02-18,269,127.0,2.0,0.007434944237918215
2050,2020-02-18,269,128.0,2.0,0.007434944237918215
2051,2020-02-18,269,129.0,1.0,0.0037174721189591076
2052,2020-02-19,299,1.0,56.0,0.18729096989966554
2053,2020-02-19,299,2.0,37.0,0.12374581939799331
2054,2020-02-19,299,3.0,28.0,0.09364548494983277
2055,2020-02-19,299,4.0,13.0,0.043478260869565216
2056,2020-02-19,299,5.0,14.0,0.046822742474916385
2057,2020-02-19,299,6.0,8.0,0.026755852842809364
2058,2020-02-19,299,7.0,10.0,0.033444816053511704
2059,2020-02-19,299,8.0,7.0,0.023411371237458192
2060,2020-02-19,299,9.0,9.0,0.030100334448160536
2061,2020-02-19,299,10.0,9.0,0.030100334448160536
2062,2020-02-19,299,11.0,4.0,0.013377926421404682
2063,2020-02-19,299,12.0,5.0,0.016722408026755852
2064,2020-02-19,299,13.0,6.0,0.020066889632107024
2065,2020-02-19,299,14.0,5.0,0.016722408026755852
2066,2020-02-19,299,15.0,8.0,0.026755852842809364
2067,2020-02-19,299,16.0,5.0,0.016722408026755852
2068,2020-02-19,299,18.0,1.0,0.0033444816053511705
2069,2020-02-19,299,19.0,3.0,0.010033444816053512
2070,2020-02-19,299,20.0,1.0,0.0033444816053511705
2071,2020-02-19,299,21.0,2.0,0.006688963210702341
2072,2020-02-19,299,22.0,2.0,0.006688963210702341
2073,2020-02-19,299,23.0,4.0,0.013377926421404682
2074,2020-02-19,299,24.0,2.0,0.006688963210702341
2075,2020-02-19,299,25.0,2.0,0.006688963210702341
2076,2020-02-19,299,27.0,1.0,0.0033444816053511705
2077,2020-02-19,299,29.0,3.0,0.010033444816053512
2078,2020-02-19,299,30.0,3.0,0.010033444816053512
2079,2020-02-19,299,31.0,1.0,0.0033444816053511705
2080,2020-02-19,299,33.0,2.0,0.006688963210702341
2081,2020-02-19,299,35.0,2.0,0.006688963210702341
2082,2020-02-19,299,36.0,2.0,0.006688963210702341
2083,2020-02-19,299,37.0,1.0,0.0033444816053511705
2084,2020-02-19,299,38.0,1.0,0.0033444816053511705
2085,2020-02-19,299,39.0,1.0,0.0033444816053511705
2086,2020-02-19,299,40.0,1.0,0.0033444816053511705
2087,2020-02-19,299,41.0,2.0,0.006688963210702341
2088,2020-02-19,299,48.0,1.0,0.0033444816053511705
2089,2020-02-19,299,50.0,1.0,0.0033444816053511705
2090,2020-02-19,299,52.0,1.0,0.0033444816053511705
2091,2020-02-19,299,55.0,1.0,0.0033444816053511705
2092,2020-02-19,299,57.0,1.0,0.0033444816053511705
2093,2020-02-19,299,59.0,1.0,0.0033444816053511705
2094,2020-02-19,299,63.0,1.0,0.0033444816053511705
2095,2020-02-19,299,66.0,2.0,0.006688963210702341
2096,2020-02-19,299,67.0,1.0,0.0033444816053511705
2097,2020-02-19,299,68.0,1.0,0.0033444816053511705
2098,2020-02-19,299,69.0,1.0,0.0033444816053511705
2099,2020-02-19,299,70.0,2.0,0.006688963210702341
2100,2020-02-19,299,71.0,1.0,0.0033444816053511705
2101,2020-02-19,299,73.0,2.0,0.006688963210702341
2102,2020-02-19,299,74.0,1.0,0.0033444816053511705
2103,2020-02-19,299,75.0,1.0,0.0033444816053511705
2104,2020-02-19,299,76.0,1.0,0.0033444816053511705
2105,2020-02-19,299,83.0,1.0,0.0033444816053511705
2106,2020-02-19,299,84.0,1.0,0.0033444816053511705
2107,2020-02-19,299,87.0,1.0,0.0033444816053511705
2108,2020-02-19,299,88.0,1.0,0.0033444816053511705
2109,2020-02-19,299,90.0,1.0,0.0033444816053511705
2110,2020-02-19,299,91.0,1.0,0.0033444816053511705
2111,2020-02-19,299,92.0,1.0,0.0033444816053511705
2112,2020-02-19,299,93.0,3.0,0.010033444816053512
2113,2020-02-19,299,94.0,1.0,0.0033444816053511705
2114,2020-02-19,299,95.0,2.0,0.006688963210702341
2115,2020-02-19,299,96.0,2.0,0.006688963210702341
2116,2020-02-19,299,98.0,3.0,0.010033444816053512
2117,2020-02-19,299,99.0,1.0,0.0033444816053511705
2118,2020-02-19,299,100.0,1.0,0.0033444816053511705
2119,2020-02-19,299,101.0,1.0,0.0033444816053511705
2120,2020-02-19,299,102.0,2.0,0.006688963210702341
2121,2020-02-19,299,103.0,1.0,0.0033444816053511705
2122,2020-02-19,299,104.0,1.0,0.0033444816053511705
2123,2020-02-19,299,106.0,1.0,0.0033444816053511705
2124,2020-02-19,299,107.0,1.0,0.0033444816053511705
2125,2020-02-19,299,108.0,2.0,0.006688963210702341
2126,2020-02-19,299,109.0,2.0,0.006688963210702341
2127,2020-02-19,299,110.0,2.0,0.006688963210702341
2128,2020-02-19,299,111.0,1.0,0.0033444816053511705
2129,2020-02-19,299,112.0,3.0,0.010033444816053512
2130,2020-02-19,299,113.0,1.0,0.0033444816053511705
2131,2020-02-19,299,114.0,2.0,0.006688963210702341
2132,2020-02-19,299,117.0,1.0,0.0033444816053511705
2133,2020-02-19,299,118.0,2.0,0.006688963210702341
2134,2020-02-19,299,119.0,1.0,0.0033444816053511705
2135,2020-02-19,299,120.0,1.0,0.0033444816053511705
2136,2020-02-19,299,121.0,2.0,0.006688963210702341
2137,2020-02-19,299,123.0,1.0,0.0033444816053511705
2138,2020-02-19,299,124.0,1.0,0.0033444816053511705
2139,2020-02-19,299,126.0,1.0,0.0033444816053511705
2140,2020-02-19,299,127.0,1.0,0.0033444816053511705
2141,2020-02-19,299,129.0,1.0,0.0033444816053511705
2142,2020-02-19,299,130.0,1.0,0.0033444816053511705
2143,2020-02-19,299,132.0,3.0,0.010033444816053512
2144,2020-02-19,299,133.0,1.0,0.0033444816053511705
2145,2020-02-20,246,1.0,42.0,0.17073170731707318
2146,2020-02-20,246,2.0,15.0,0.06097560975609756
2147,2020-02-20,246,3.0,20.0,0.08130081300813008
2148,2020-02-20,246,4.0,10.0,0.04065040650406504
2149,2020-02-20,246,5.0,7.0,0.028455284552845527
2150,2020-02-20,246,6.0,7.0,0.028455284552845527
2151,2020-02-20,246,7.0,6.0,0.024390243902439025
2152,2020-02-20,246,8.0,4.0,0.016260162601626018
2153,2020-02-20,246,9.0,8.0,0.032520325203252036
2154,2020-02-20,246,10.0,6.0,0.024390243902439025
2155,2020-02-20,246,11.0,3.0,0.012195121951219513
2156,2020-02-20,246,12.0,4.0,0.016260162601626018
2157,2020-02-20,246,13.0,3.0,0.012195121951219513
2158,2020-02-20,246,14.0,4.0,0.016260162601626018
2159,2020-02-20,246,15.0,3.0,0.012195121951219513
2160,2020-02-20,246,16.0,4.0,0.016260162601626018
2161,2020-02-20,246,18.0,1.0,0.0040650406504065045
2162,2020-02-20,246,19.0,3.0,0.012195121951219513
2163,2020-02-20,246,20.0,3.0,0.012195121951219513
2164,2020-02-20,246,21.0,4.0,0.016260162601626018
2165,2020-02-20,246,22.0,1.0,0.0040650406504065045
2166,2020-02-20,246,23.0,1.0,0.0040650406504065045
2167,2020-02-20,246,24.0,4.0,0.016260162601626018
2168,2020-02-20,246,26.0,1.0,0.0040650406504065045
2169,2020-02-20,246,27.0,3.0,0.012195121951219513
2170,2020-02-20,246,28.0,1.0,0.0040650406504065045
2171,2020-02-20,246,29.0,3.0,0.012195121951219513
2172,2020-02-20,246,30.0,1.0,0.0040650406504065045
2173,2020-02-20,246,31.0,2.0,0.008130081300813009
2174,2020-02-20,246,32.0,2.0,0.008130081300813009
2175,2020-02-20,246,33.0,4.0,0.016260162601626018
2176,2020-02-20,246,34.0,2.0,0.008130081300813009
2177,2020-02-20,246,35.0,3.0,0.012195121951219513
2178,2020-02-20,246,38.0,3.0,0.012195121951219513
2179,2020-02-20,246,44.0,1.0,0.0040650406504065045
2180,2020-02-20,246,48.0,1.0,0.0040650406504065045
2181,2020-02-20,246,49.0,1.0,0.0040650406504065045
2182,2020-02-20,246,52.0,1.0,0.0040650406504065045
2183,2020-02-20,246,57.0,1.0,0.0040650406504065045
2184,2020-02-20,246,61.0,1.0,0.0040650406504065045
